Geneid	Ch_A1_featurecounts.txt	Ch_A2_featurecounts.txt	Ch_A3_featurecounts.txt	Ch_B1_featurecounts.txt	Ch_B2_featurecounts.txt	Ch_B3_featurecounts.txt	Ch_C1_featurecounts.txt	Ch_C2_featurecounts.txt	Ch_C3_featurecounts.txt	external_gene_name
ENSG00000273759	1	2	13	21	10	10	4	10	8	
ENSG00000273760	0	0	0	2	0	0	0	2	0	
ENSG00000273762	2	0	0	0	0	0	0	0	0	VN1R76P
ENSG00000273763	0	0	0	0	0	0	0	0	0	
ENSG00000273765	0	2	0	2	0	0	0	0	0	NA
ENSG00000273767	0	0	0	0	0	0	0	0	0	
ENSG00000273768	0	0	0	0	2	0	5	0	0	RNVU1-29
ENSG00000273769	2	5	2	2	2	0	7	4	0	L1CAM-AS1
ENSG00000273771	0	0	0	0	0	0	0	0	0	NA
ENSG00000273773	0	0	0	0	0	0	0	0	0	
ENSG00000273776	0	0	0	0	0	0	0	0	0	MIR6126
ENSG00000273777	0	0	0	0	0	0	0	0	0	CEACAM20
ENSG00000273778	0	0	0	0	0	0	0	0	0	MIR6765
ENSG00000273782	0	0	0	0	0	0	0	0	0	
ENSG00000273783	81	72	57	68	51	64	82	67	43	GTF2A1-AS1
ENSG00000273784	1	1	2	6	0	1	4	0	0	
ENSG00000273786	20	0	10	16	6	3	2	0	1	
ENSG00000273788	0	0	0	0	0	0	0	0	0	U3
ENSG00000273791	0	2	2	0	2	0	0	0	0	BNIP3P47
ENSG00000273792	4	0	0	1	0	2	0	0	0	
ENSG00000273796	27	14	3	24	5	16	9	16	0	BNAT1
ENSG00000273797	0	0	2	1	0	4	0	0	0	
ENSG00000273800	0	0	0	0	0	0	0	0	0	
ENSG00000273802	1	6	15	37	15	12	37	37	20	H2BC8
ENSG00000273804	1	0	0	0	0	0	0	0	0	
ENSG00000273805	13	2	6	0	5	10	2	0	3	
ENSG00000273806	0	0	0	0	0	0	0	0	0	
ENSG00000273812	0	0	0	0	0	0	0	0	0	LINC02970
ENSG00000273813	0	0	0	0	0	0	0	0	0	
ENSG00000273816	2	0	1	0	0	0	0	4	3	
ENSG00000273818	0	0	0	0	0	0	0	0	0	RN7SL673P
ENSG00000273819	1	0	0	0	0	1	2	0	2	ENPP7P7
ENSG00000273820	283	365	388	305	301	381	551	493	321	USP27X
ENSG00000273821	8	2	4	8	8	7	5	18	0	
ENSG00000273824	0	0	0	0	0	0	0	0	0	
ENSG00000273825	0	0	0	0	0	0	2	2	0	
ENSG00000273828	6	15	27	35	23	16	23	26	6	
ENSG00000273829	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000273830	0	0	0	0	0	0	0	0	0	MIR7843
ENSG00000273835	0	0	0	0	0	0	0	0	0	SNORD115-13
ENSG00000273836	0	0	0	0	0	0	0	0	0	MIR6842
ENSG00000273838	0	0	0	0	0	0	0	0	0	
ENSG00000273840	0	0	0	0	0	0	0	0	0	
ENSG00000273841	2039	1553	1629	2326	1609	2021	1794	2336	2697	TAF9
ENSG00000273843	0	0	0	0	0	0	0	0	0	
ENSG00000273844	0	0	0	0	0	0	0	0	0	
ENSG00000273846	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000273849	0	0	0	0	0	0	0	0	0	SDR42E1P4
ENSG00000273851	0	0	0	0	0	0	0	0	0	
ENSG00000273853	0	0	0	0	0	0	0	0	0	
ENSG00000273855	0	0	3	3	1	2	0	1	0	
ENSG00000273858	0	0	0	0	0	0	0	0	0	
ENSG00000273860	0	0	0	0	0	0	0	0	0	
ENSG00000273863	0	0	0	0	0	0	0	0	0	
ENSG00000273866	0	0	0	2	0	0	0	0	0	Metazoa_SRP
ENSG00000273870	0	0	1	0	0	0	0	4	0	
ENSG00000273872	0	0	0	0	0	0	0	0	0	SLC25A15P4
ENSG00000273874	4	0	1	1	0	2	7	2	0	MIR6859-2
ENSG00000273876	0	0	0	0	0	0	0	0	0	
ENSG00000273877	0	0	0	0	0	0	0	0	0	
ENSG00000273882	0	0	0	0	0	0	0	0	0	MIR8066
ENSG00000273885	0	0	0	0	0	0	0	0	0	
ENSG00000273886	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000273890	2	0	4	1	1	1	4	1	0	NA
ENSG00000273891	32	24	19	26	17	16	17	54	36	
ENSG00000273893	81	42	68	90	50	84	42	40	60	
ENSG00000273894	0	0	0	0	0	0	0	0	0	SLC20A1P2
ENSG00000273897	0	0	1	0	0	0	0	0	0	PMS2P8
ENSG00000273898	0	0	0	0	0	0	0	0	0	MIR6798
ENSG00000273899	122	90	140	133	86	106	106	90	93	NOL12
ENSG00000273900	0	0	0	0	0	0	0	0	0	
ENSG00000273901	3	3	5	2	1	14	3	0	4	
ENSG00000273904	0	0	0	0	0	0	0	0	0	
ENSG00000273906	0	0	0	0	0	0	0	0	0	
ENSG00000273907	0	0	0	0	0	0	0	0	0	CA15P2
ENSG00000273908	0	0	0	0	0	0	0	0	0	
ENSG00000273912	0	0	0	0	0	0	0	0	0	MIR8068
ENSG00000273913	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000273919	0	0	0	0	0	0	0	0	0	
ENSG00000273920	0	0	6	4	0	0	0	4	0	
ENSG00000273925	0	0	0	0	0	0	0	0	0	
ENSG00000273927	0	0	0	0	0	0	0	0	0	Y_RNA
ENSG00000273932	1	1	0	0	4	0	0	0	0	MIR6877
ENSG00000273933	0	0	0	0	0	0	0	0	0	
ENSG00000273937	0	0	0	0	0	0	0	0	0	
ENSG00000273940	0	0	0	0	0	0	0	0	0	RN7SL722P
ENSG00000273942	0	0	0	0	0	0	0	0	0	
ENSG00000273945	0	0	0	0	0	0	0	0	0	MIR6853
ENSG00000273946	0	0	0	0	0	0	0	0	0	RN7SL733P
ENSG00000273948	0	0	0	0	0	0	0	0	0	
ENSG00000273950	5	1	6	0	0	4	0	0	2	Metazoa_SRP
ENSG00000273951	12	0	1	0	0	0	3	8	1	
ENSG00000273956	0	0	0	0	0	0	0	0	0	
ENSG00000273957	0	0	0	0	0	0	0	0	0	
ENSG00000273958	7	0	0	2	0	3	0	1	1	
ENSG00000273961	0	0	0	0	0	0	0	0	0	
ENSG00000273962	0	0	0	0	0	0	0	0	0	IGKV2-40
ENSG00000273963	0	0	0	0	0	0	0	0	0	ENPP7P14
ENSG00000273964	0	0	0	0	0	0	0	0	0	Y_RNA
ENSG00000273965	0	2	3	0	0	0	0	3	2	
ENSG00000273966	0	0	0	0	0	0	0	0	0	
ENSG00000273971	0	0	0	0	0	0	0	0	0	
ENSG00000273972	0	0	0	0	0	0	0	0	0	
ENSG00000273973	6	1	4	3	0	4	3	0	7	
ENSG00000273974	0	0	0	0	0	0	0	0	0	
ENSG00000273975	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000273976	0	0	0	0	0	0	0	0	0	GOLGA6L1
ENSG00000273978	0	0	0	0	0	0	0	0	0	
ENSG00000273979	0	0	0	2	0	0	0	0	2	Metazoa_SRP
ENSG00000273980	0	0	2	17	4	0	2	0	12	
ENSG00000273981	0	0	0	0	0	0	0	0	0	RN7SL106P
ENSG00000273982	2	4	7	9	12	1	10	4	13	
ENSG00000273983	4	2	13	5	9	7	28	13	11	H3C8
ENSG00000273986	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000273987	37	3	18	47	21	34	8	25	37	
ENSG00000273988	0	0	0	0	0	0	0	0	0	
ENSG00000273989	3	2	3	0	1	4	0	0	2	
ENSG00000273994	0	0	0	0	0	0	0	0	0	SDR42E1P1
ENSG00000273997	0	0	0	0	0	0	0	0	0	
ENSG00000273998	2	1	2	17	6	4	3	2	8	
ENSG00000273999	0	0	0	0	0	0	0	0	0	RBM17P2
ENSG00000274001	0	0	1	1	4	1	1	2	2	
ENSG00000274002	0	0	0	1	4	4	0	0	2	
ENSG00000274004	0	0	0	0	0	0	0	0	0	
ENSG00000274006	0	0	0	0	0	0	0	0	0	
ENSG00000274008	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000274010	4	7	4	2	3	2	1	0	0	ZFP91P1
ENSG00000274011	0	0	2	3	2	0	0	1	0	Metazoa_SRP
ENSG00000274012	0	0	0	0	0	0	0	0	0	RN7SL2
ENSG00000274015	0	0	3	0	2	19	11	6	3	
ENSG00000274017	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000274019	0	0	0	0	1	0	0	0	1	
ENSG00000274020	1	0	0	0	0	0	0	1	1	LINC01138
ENSG00000274021	5	7	14	9	7	6	15	15	13	
ENSG00000274022	0	0	0	0	0	0	0	0	0	
ENSG00000274023	0	0	2	0	0	0	2	5	0	
ENSG00000274024	0	2	0	0	0	0	0	0	0	
ENSG00000274025	0	0	0	0	0	0	0	0	0	MIR3670-4
ENSG00000274026	67	59	36	118	79	114	100	117	85	FAM27E3
ENSG00000274028	0	0	0	0	0	0	0	0	0	
ENSG00000274029	0	0	0	0	0	0	0	0	0	
ENSG00000274033	0	0	0	0	0	0	0	0	0	
ENSG00000274034	0	0	0	1	2	0	2	1	0	MIR6813
ENSG00000274038	3	0	0	0	4	2	1	0	0	
ENSG00000274044	0	0	0	0	0	0	0	0	0	FAM230J
ENSG00000274046	0	0	0	0	0	0	0	0	0	Y_RNA
ENSG00000274049	0	0	0	0	0	0	0	0	0	INO80B-WBP1
ENSG00000274051	0	0	4	3	2	2	2	1	0	
ENSG00000274052	0	0	0	0	0	0	0	0	0	OR7E156P
ENSG00000274054	0	0	0	0	0	0	0	0	0	MIR4727
ENSG00000274055	0	0	0	0	0	0	0	0	0	
ENSG00000274056	0	0	0	0	0	0	0	0	0	MIR6507
ENSG00000274059	0	0	0	0	0	0	0	0	0	RNA5SP534
ENSG00000274060	0	0	0	0	0	0	0	0	0	MIR6724-2
ENSG00000274062	0	0	0	0	0	0	0	0	0	U2
ENSG00000274064	0	0	0	0	0	0	0	6	0	
ENSG00000274066	0	0	1	0	0	1	0	0	0	MIR6514
ENSG00000274067	0	0	0	0	0	0	0	0	0	NA
ENSG00000274070	2368	1606	1805	2202	1563	1976	1838	1739	1794	CASTOR2
ENSG00000274072	0	0	0	0	0	0	0	0	0	
ENSG00000274075	0	0	0	0	0	0	0	0	0	
ENSG00000274076	0	0	0	0	0	0	0	6	0	RN7SL539P
ENSG00000274079	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000274080	0	0	0	0	2	0	2	2	0	
ENSG00000274086	0	0	0	0	0	0	0	0	0	
ENSG00000274090	0	0	0	0	0	0	0	0	0	
ENSG00000274091	0	0	0	0	0	0	0	0	0	SNORD1C
ENSG00000274092	0	0	0	0	0	0	0	0	0	
ENSG00000274093	2	1	0	0	12	1	0	0	1	
ENSG00000274097	0	0	0	0	0	0	0	0	0	RNA5SP535
ENSG00000274098	0	0	0	0	0	0	0	0	0	RN7SL787P
ENSG00000274099	4	7	1	0	6	0	2	2	0	ABCB10P1
ENSG00000274102	0	0	0	0	0	0	0	0	0	OR4M2
ENSG00000274104	38	34	43	65	26	60	48	37	41	
ENSG00000274105	0	2	0	11	6	3	2	0	4	
ENSG00000274111	0	0	0	0	0	0	0	0	0	MIR6777
ENSG00000274114	0	0	0	0	0	0	0	2	0	ALOX15P1
ENSG00000274115	0	0	0	0	0	0	0	1	0	MIR6081
ENSG00000274116	0	0	0	0	0	0	0	0	0	
ENSG00000274118	0	0	0	0	0	0	0	0	0	Y_RNA
ENSG00000274121	0	0	0	0	0	0	0	0	0	
ENSG00000274124	2	1	0	2	0	1	0	0	2	
ENSG00000274127	0	0	0	0	0	0	0	0	0	
ENSG00000274128	0	0	0	0	0	0	0	0	0	
ENSG00000274133	0	0	0	0	0	0	0	0	0	
ENSG00000274134	0	0	0	0	0	0	0	0	0	MIR6774
ENSG00000274135	1	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000274139	0	0	0	0	0	0	0	0	0	
ENSG00000274149	0	0	0	0	0	0	0	0	0	
ENSG00000274150	0	0	0	0	0	4	0	2	1	FADS2B
ENSG00000274154	0	0	0	0	0	0	0	0	0	
ENSG00000274156	0	0	0	0	0	2	4	4	0	
ENSG00000274157	0	0	0	0	0	0	0	0	0	
ENSG00000274159	0	2	0	1	0	0	0	0	0	
ENSG00000274162	0	0	0	0	1	0	0	0	0	SNX18P1Y
ENSG00000274164	0	0	0	0	0	0	0	0	0	RNA5SP439
ENSG00000274167	0	0	0	0	0	0	0	0	0	
ENSG00000274168	0	0	0	0	0	0	0	0	0	RN7SL585P
ENSG00000274170	0	0	0	0	0	0	0	0	0	
ENSG00000274172	0	0	0	0	0	0	0	0	0	MIR8071-1
ENSG00000274173	0	0	0	0	0	0	0	0	0	LINC02967
ENSG00000274175	0	1	0	0	0	0	0	0	0	
ENSG00000274177	0	0	0	0	0	0	0	0	0	
ENSG00000274178	0	0	0	0	0	0	0	0	0	PRAMEF28P
ENSG00000274180	778	1082	1248	969	985	1088	1428	1262	702	NATD1
ENSG00000274181	0	0	0	0	0	0	0	0	0	RBPJP2
ENSG00000274183	0	0	0	0	0	0	1	0	0	H2AB1
ENSG00000274184	6	6	8	0	2	8	3	0	6	
ENSG00000274186	0	0	0	0	0	0	0	0	0	RN7SL248P
ENSG00000274191	7	12	4	5	0	6	4	4	2	
ENSG00000274196	0	0	0	0	0	0	0	0	0	FAM197Y4
ENSG00000274197	0	0	0	0	0	0	0	0	0	U4
ENSG00000274198	0	0	0	0	0	0	0	0	0	
ENSG00000274199	0	0	0	0	0	0	0	0	0	
ENSG00000274202	0	0	0	0	0	0	0	0	0	U2
ENSG00000274204	0	7	0	2	0	0	0	0	2	
ENSG00000274206	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000274209	0	0	0	0	0	0	0	0	0	ANTXRL
ENSG00000274210	0	0	0	0	0	0	0	0	0	RNVU1-27
ENSG00000274211	1038	2365	2415	1406	2351	1653	3252	2878	1266	SOCS7
ENSG00000274212	0	0	0	0	0	0	0	0	0	
ENSG00000274213	15	3	16	10	10	12	15	5	4	
ENSG00000274214	0	2	0	0	0	0	0	0	0	
ENSG00000274215	0	0	0	0	0	0	0	0	0	
ENSG00000274216	0	2	0	0	2	0	0	0	0	Metazoa_SRP
ENSG00000274219	0	0	0	0	0	0	0	0	0	
ENSG00000274220	8	14	13	15	33	27	20	24	4	
ENSG00000274225	29	22	37	49	16	20	22	32	29	HEPFAL
ENSG00000274226	1	2	2	0	0	0	0	0	0	TBC1D3H
ENSG00000274227	3	2	1	8	4	3	6	6	6	
ENSG00000274228	0	0	0	0	0	0	0	0	0	RNA5SP414
ENSG00000274230	0	0	0	0	0	0	0	0	0	
ENSG00000274231	0	0	0	0	0	0	0	0	0	
ENSG00000274234	0	0	0	0	0	0	0	0	0	RN7SL818P
ENSG00000274235	0	0	0	0	0	0	0	0	0	
ENSG00000274238	3	0	0	0	0	2	1	0	0	
ENSG00000274242	0	0	0	0	0	0	0	0	0	
ENSG00000274244	0	0	0	0	0	0	0	0	0	
ENSG00000274248	84	66	28	120	55	83	108	111	116	
ENSG00000274251	0	2	0	2	0	0	1	0	0	
ENSG00000274252	2	0	0	0	0	0	0	0	0	GGTLC3
ENSG00000274253	343	181	203	284	198	281	165	191	351	
ENSG00000274256	0	0	0	0	0	0	0	0	0	
ENSG00000274258	0	0	0	0	0	0	2	0	0	MIR6728
ENSG00000274259	7	4	3	1	2	3	6	0	0	SYNGAP1-AS1
ENSG00000274261	0	0	0	0	0	0	0	0	0	
ENSG00000274263	0	0	0	0	0	0	0	0	0	MIR7702
ENSG00000274265	121	89	112	327	227	310	191	218	246	
ENSG00000274266	0	0	0	0	0	0	0	0	0	SNORA73A
ENSG00000274269	0	0	0	0	0	0	0	0	0	
ENSG00000274270	10	25	39	63	22	23	52	44	8	
ENSG00000274272	1	1	0	2	9	1	2	0	0	
ENSG00000274274	0	0	0	0	0	0	0	0	0	GAGE13
ENSG00000274275	0	0	0	2	0	0	0	0	0	
ENSG00000274276	1013	406	536	561	512	408	677	663	419	
ENSG00000274279	0	0	0	0	0	0	0	0	0	SPATA31E3P
ENSG00000274280	0	0	0	0	0	0	0	0	0	MIR6069
ENSG00000274281	0	0	0	0	0	0	0	0	0	
ENSG00000274282	0	0	0	0	0	0	0	0	0	
ENSG00000274284	0	0	0	0	0	0	0	0	0	Y_RNA
ENSG00000274286	9	7	16	8	0	2	12	10	4	ADRA2B
ENSG00000274290	16	38	28	32	31	55	11	18	43	H2BC6
ENSG00000274292	12	9	15	3	5	4	3	10	0	
ENSG00000274293	0	0	0	0	0	0	0	0	0	
ENSG00000274294	0	0	0	0	0	0	0	0	0	
ENSG00000274295	0	0	0	0	0	0	0	0	0	
ENSG00000274297	0	0	0	2	0	0	0	0	0	
ENSG00000274299	0	0	0	0	0	0	0	0	0	
ENSG00000274300	0	0	0	0	3	0	1	0	0	MIR6864
ENSG00000274303	0	0	0	0	0	0	1	0	0	7SK
ENSG00000274306	0	0	0	0	0	0	0	0	0	MIR5088
ENSG00000274308	2	0	0	0	0	0	0	0	0	
ENSG00000274309	0	0	0	0	0	0	0	0	0	SNORA71E
ENSG00000274310	0	0	0	0	0	0	0	0	0	
ENSG00000274312	0	0	0	0	0	0	0	0	0	NA
ENSG00000274314	0	0	0	0	0	0	0	0	0	MIR6749
ENSG00000274315	8	6	5	8	4	3	0	4	4	
ENSG00000274316	0	0	0	0	0	0	0	0	0	ZNF646P1
ENSG00000274317	0	3	0	0	0	0	0	0	0	LINC02334
ENSG00000274319	0	0	0	0	0	0	0	0	0	RPSAP73
ENSG00000274321	0	0	0	0	0	0	0	0	0	
ENSG00000274322	0	0	0	0	0	1	0	0	0	
ENSG00000274326	0	0	0	0	0	0	0	0	0	
ENSG00000274328	0	0	0	0	0	0	0	0	0	
ENSG00000274330	0	0	2	13	2	2	24	12	17	
ENSG00000274331	0	0	0	0	0	0	0	0	0	
ENSG00000274333	2	4	2	6	3	7	6	1	4	LINC03104
ENSG00000274340	8	8	2	2	0	6	3	2	2	
ENSG00000274341	2	0	0	4	0	0	1	0	0	
ENSG00000274342	0	0	0	0	0	0	0	0	0	
ENSG00000274343	0	0	0	0	0	0	0	0	0	
ENSG00000274344	0	0	0	0	0	0	0	0	0	
ENSG00000274346	0	0	2	0	0	0	1	0	0	
ENSG00000274347	0	0	0	0	0	0	0	0	0	
ENSG00000274349	72	154	182	129	146	127	163	146	133	ZNF658
ENSG00000274350	0	0	0	0	0	0	0	0	0	RN7SL853P
ENSG00000274351	0	0	2	0	0	0	0	0	0	
ENSG00000274353	0	0	0	0	0	0	0	0	0	
ENSG00000274354	0	0	0	0	0	0	0	0	0	
ENSG00000274355	0	0	0	0	0	0	0	0	0	FAM74A3
ENSG00000274356	3	11	11	8	5	2	6	6	0	
ENSG00000274357	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000274363	3	12	3	0	2	10	2	0	3	
ENSG00000274364	0	0	0	0	0	0	0	0	0	
ENSG00000274365	0	0	0	0	0	0	0	0	0	
ENSG00000274367	8	0	5	2	0	2	11	4	3	NA
ENSG00000274369	0	0	0	0	0	0	0	0	0	GRAMD4P4
ENSG00000274370	7	15	15	13	34	28	24	12	13	
ENSG00000274372	4	2	0	1	0	3	0	2	0	
ENSG00000274373	9	16	4	3	5	18	11	4	7	
ENSG00000274374	0	0	0	0	0	0	0	0	0	TUBAP6
ENSG00000274376	19	27	25	15	10	16	21	13	2	ADAMTS7P1
ENSG00000274378	0	0	4	2	2	2	3	3	1	
ENSG00000274379	0	0	0	0	0	0	0	0	0	
ENSG00000274380	0	0	0	0	0	0	1	0	0	MIR6801
ENSG00000274381	0	0	0	0	0	0	0	0	0	
ENSG00000274383	5	1	2	0	0	2	1	2	3	
ENSG00000274385	0	0	0	0	0	0	0	0	0	U6
ENSG00000274386	36	31	25	18	16	24	22	22	20	TMEM269
ENSG00000274387	0	0	0	0	0	0	0	0	0	
ENSG00000274390	0	0	0	0	2	0	0	0	0	MIR6885
ENSG00000274391	0	0	0	0	0	0	0	0	0	TPTE
ENSG00000274396	0	0	0	0	0	0	0	0	0	
ENSG00000274397	0	0	0	0	0	0	0	0	0	
ENSG00000274398	0	0	0	0	0	0	0	0	0	
ENSG00000274400	0	0	1	7	3	0	0	0	0	
ENSG00000274403	13	8	6	4	0	8	10	13	12	
ENSG00000274408	0	0	0	0	0	0	0	0	0	RNA5SP536
ENSG00000274409	0	0	0	0	0	0	0	0	0	
ENSG00000274414	4	3	0	0	5	4	0	4	0	
ENSG00000274415	0	0	0	0	0	0	0	0	0	
ENSG00000274417	0	0	0	0	0	0	0	0	0	MIR6515
ENSG00000274419	2	0	1	1	0	2	4	1	16	TBC1D3D
ENSG00000274420	0	0	0	0	0	0	0	0	0	
ENSG00000274421	0	0	0	2	0	0	0	0	1	
ENSG00000274422	0	6	6	4	13	8	1	3	0	
ENSG00000274423	10	27	6	8	26	4	24	18	17	SEC22B2P
ENSG00000274424	0	0	0	0	0	0	0	0	0	RN7SL196P
ENSG00000274425	4	8	13	16	7	15	7	17	11	
ENSG00000274427	6	0	3	3	3	0	0	5	13	
ENSG00000274428	0	2	0	0	0	0	0	1	0	RNVU1-25
ENSG00000274430	0	0	0	0	0	0	0	0	0	
ENSG00000274432	0	0	0	0	0	0	0	0	0	U2
ENSG00000274441	0	0	0	0	0	0	0	0	0	
ENSG00000274443	0	0	0	0	0	0	0	0	0	C8orf89
ENSG00000274444	36	15	16	47	13	20	13	17	6	NA
ENSG00000274445	0	0	0	0	0	0	0	0	0	
ENSG00000274446	0	0	0	0	0	0	0	0	0	
ENSG00000274447	11	16	14	53	15	42	27	30	55	
ENSG00000274450	0	0	0	0	0	0	0	0	0	
ENSG00000274451	0	0	0	0	0	0	0	0	0	
ENSG00000274452	0	0	0	0	0	0	0	0	0	U2
ENSG00000274455	2	0	0	2	0	0	2	0	0	GUSBP7
ENSG00000274458	0	0	0	0	0	0	0	0	0	
ENSG00000274459	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000274460	8	10	22	10	7	17	4	12	16	
ENSG00000274461	16	17	10	30	17	23	9	8	17	LINC02930
ENSG00000274466	0	0	0	0	0	0	0	0	0	MIR1273H
ENSG00000274467	0	0	0	0	0	0	0	0	0	RNA5SP257
ENSG00000274468	0	0	0	0	0	0	0	0	0	
ENSG00000274469	0	0	0	0	0	1	0	0	0	LINC01746
ENSG00000274471	31	49	63	39	38	29	46	37	6	
ENSG00000274472	0	0	0	0	0	0	0	0	0	Y_RNA
ENSG00000274475	0	0	0	0	0	0	0	0	0	RN7SL650P
ENSG00000274478	0	0	0	0	0	0	0	0	0	
ENSG00000274481	0	0	0	0	0	0	0	0	0	
ENSG00000274484	0	0	0	0	0	0	0	0	0	Y_RNA
ENSG00000274486	0	0	0	0	0	0	0	0	0	
ENSG00000274487	0	0	0	0	0	0	0	0	0	NPEPPSP1
ENSG00000274489	0	0	0	0	0	0	0	0	0	
ENSG00000274491	0	0	0	0	0	0	0	0	0	
ENSG00000274492	56	56	68	99	76	68	19	44	36	
ENSG00000274493	0	0	0	0	0	0	0	0	0	MRPS17P5
ENSG00000274494	0	0	0	0	1	1	0	2	0	MIR6832
ENSG00000274499	0	0	0	0	0	0	0	0	0	
ENSG00000274500	0	0	0	0	0	0	0	0	0	
ENSG00000274501	0	1	0	4	1	3	0	1	1	
ENSG00000274502	0	0	0	0	0	0	0	0	0	ANKRD20A6P
ENSG00000274503	0	0	0	0	0	0	0	0	0	
ENSG00000274505	4	0	0	0	1	2	0	0	0	Metazoa_SRP
ENSG00000274507	0	0	0	7	0	0	0	0	0	
ENSG00000274508	0	0	0	0	0	0	0	0	0	
ENSG00000274510	0	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000274512	149	125	144	183	70	159	141	97	137	TBC1D3L
ENSG00000274514	0	0	0	4	1	0	0	0	0	Metazoa_SRP
ENSG00000274515	0	2	0	0	0	2	0	1	0	
ENSG00000274516	0	0	0	0	0	0	0	0	0	FAM74A6
ENSG00000274520	0	0	3	0	3	2	5	10	0	
ENSG00000274523	6289	4461	5142	6527	4270	6153	6161	5769	6002	RCC1L
ENSG00000274525	0	0	0	0	0	0	0	0	0	
ENSG00000274528	14	10	4	18	8	33	8	12	15	
ENSG00000274529	0	2	0	10	0	0	3	0	0	SEBOX
ENSG00000274532	0	0	0	0	0	0	0	0	0	
ENSG00000274535	0	0	0	0	0	0	0	0	0	SNORD39
ENSG00000274536	0	0	0	0	0	0	0	0	0	MIR223HG
ENSG00000274541	0	0	0	0	0	0	0	0	0	
ENSG00000274544	0	0	0	0	0	0	0	0	0	SNORD28
ENSG00000274547	0	0	0	0	0	0	0	0	0	
ENSG00000274549	0	0	0	0	0	0	0	0	0	
ENSG00000274551	0	0	0	0	0	0	0	0	0	
ENSG00000274552	0	0	0	0	0	0	0	0	0	MIR6889
ENSG00000274553	0	0	0	0	0	0	2	0	0	CICP15
ENSG00000274554	6	0	14	4	4	3	12	17	0	
ENSG00000274559	2	0	0	0	0	0	0	0	2	
ENSG00000274560	0	0	0	0	0	0	0	0	0	
ENSG00000274561	135	87	83	119	98	121	76	106	139	
ENSG00000274562	0	0	0	0	0	0	0	0	0	
ENSG00000274565	184	92	142	158	74	119	118	90	104	
ENSG00000274568	0	0	0	0	0	0	0	0	0	RN7SL545P
ENSG00000274569	9	3	6	3	2	13	2	7	4	
ENSG00000274570	3	1	1	12	0	5	11	4	8	SPDYE10
ENSG00000274572	0	0	0	0	0	0	0	0	0	ZYXP1
ENSG00000274576	0	0	0	0	0	0	0	0	0	IGHV2-70
ENSG00000274578	8	0	0	10	2	2	0	0	12	
ENSG00000274579	0	0	0	0	0	0	0	0	0	
ENSG00000274582	0	0	0	0	0	0	0	0	0	SNORA16A
ENSG00000274583	0	0	0	0	0	0	0	0	0	FAM74A4
ENSG00000274584	2	0	1	0	1	0	1	0	2	
ENSG00000274585	0	0	1	0	0	0	0	0	0	RNU2-1
ENSG00000274588	54	121	96	93	186	100	201	295	80	DGKK
ENSG00000274589	1	0	0	0	0	0	0	0	0	Metazoa_SRP
ENSG00000274591	0	0	0	0	0	0	0	0	0	
ENSG00000274594	0	0	0	0	0	0	0	0	0	
ENSG00000274598	0	2	0	4	2	0	0	0	0	
ENSG00000274599	0	0	0	0	0	0	0	0	0	DUX4L24
ENSG00000274600	2	2	13	0	4	4	2	10	0	RIMBP3B
ENSG00000274601	0	0	0	0	0	0	0	0	0	
ENSG00000274602	0	0	0	0	0	0	0	0	0	PI4KAP1
ENSG00000274603	0	0	0	0	0	0	0	0	0	Y_RNA
ENSG00000274605	283	156	200	275	234	287	195	232	233	PCCA-DT
ENSG00000274606	0	0	0	0	0	0	0	0	0	
ENSG00000274607	0	0	0	0	0	0	0	0	0	RNU6-866P
ENSG00000274611	0	0	1	0	0	0	0	1	0	TBC1D3
ENSG00000274612	0	0	0	0	0	0	0	0	0	BNIP3P14
ENSG00000274614	0	0	0	0	0	0	0	0	0	
ENSG00000274615	0	1	2	3	0	4	2	5	1	NPEPPSP1
ENSG00000274617	0	0	0	0	0	0	0	0	0	
ENSG00000274618	0	0	0	0	0	0	0	0	0	H4C6
ENSG00000274620	3	4	1	2	1	2	0	4	0	MIR378J
ENSG00000274621	0	0	0	0	0	0	0	0	0	MIR6867
ENSG00000274624	2	0	1	2	0	9	4	0	2	
ENSG00000274625	0	0	0	0	0	0	0	0	0	
ENSG00000274628	0	0	0	0	0	0	0	0	0	CYP4F59P
ENSG00000274629	0	0	0	0	0	0	0	0	0	
ENSG00000274630	0	0	0	0	0	0	0	0	0	
ENSG00000274631	0	0	0	0	0	0	0	0	0	
ENSG00000274632	0	0	0	0	0	0	0	0	0	RN7SL719P
ENSG00000274637	0	0	0	0	0	0	0	0	0	
