ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-171306,Packaging Of Telomere Ends,1/265,51/11091,0.7095058861732515,0.9211045042411685,0.8006801471637257,8338,1
R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,2/265,103/11091,0.7097307926129892,0.9211045042411685,0.8006801471637257,2353/6285,2
R-HSA-5617833,Cilium Assembly,4/265,201/11091,0.7119432995732529,0.9211045042411685,0.8006801471637257,7277/10382/57576/7280,4
R-HSA-1500931,Cell-Cell communication,3/265,153/11091,0.7124153143553735,0.9211045042411685,0.8006801471637257,50855/2318/3914,3
R-HSA-975155,MyD88 dependent cascade initiated on endosome,2/265,104/11091,0.7147376895537613,0.9211045042411685,0.8006801471637257,2353/6285,2
R-HSA-2428928,IRS-related events triggered by IGF1R,1/265,52/11091,0.7164787974199985,0.9211045042411685,0.8006801471637257,2246,1
R-HSA-2980766,Nuclear Envelope Breakdown,1/265,52/11091,0.7164787974199985,0.9211045042411685,0.8006801471637257,64900,1
R-HSA-75153,Apoptotic execution phase,1/265,52/11091,0.7164787974199985,0.9211045042411685,0.8006801471637257,4137,1
R-HSA-1474165,Reproduction,3/265,154/11091,0.7165507114110153,0.9211045042411685,0.8006801471637257,27030/8338/7852,3
R-HSA-73887,Death Receptor Signaling,3/265,154/11091,0.7165507114110153,0.9211045042411685,0.8006801471637257,55512/84894/7185,3
R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,2/265,105/11091,0.7196721815354197,0.9234749339962957,0.8027406691093222,2353/6285,2
R-HSA-1660499,Synthesis of PIPs at the plasma membrane,1/265,53/11091,0.7232849500319833,0.9234749339962957,0.8027406691093222,3635,1
R-HSA-2428924,IGF1R signaling cascade,1/265,53/11091,0.7232849500319833,0.9234749339962957,0.8027406691093222,2246,1
R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,2/265,106/11091,0.7245348551300724,0.9234749339962957,0.8027406691093222,2353/6285,2
R-HSA-211945,Phase I - Functionalization of compounds,2/265,106/11091,0.7245348551300724,0.9234749339962957,0.8027406691093222,4128/4129,2
R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),1/265,54/11091,0.7299283173305452,0.9245115347151543,0.8036417456020589,2246,1
R-HSA-74751,Insulin receptor signalling cascade,1/265,54/11091,0.7299283173305452,0.9245115347151543,0.8036417456020589,2246,1
R-HSA-418555,G alpha (s) signalling events,3/265,158/11091,0.732634381631404,0.9245115347151543,0.8036417456020589,5138/7432/117,3
R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,2/265,108/11091,0.7340471592850516,0.9245115347151543,0.8036417456020589,2353/6285,2
R-HSA-1912422,Pre-NOTCH Expression and Processing,2/265,108/11091,0.7340471592850516,0.9245115347151543,0.8036417456020589,3955/8338,2
R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,1/265,55/11091,0.7364127783169913,0.9245115347151543,0.8036417456020589,8338,1
R-HSA-110331,Cleavage of the damaged purine,1/265,55/11091,0.7364127783169913,0.9245115347151543,0.8036417456020589,8338,1
R-HSA-73927,Depurination,1/265,55/11091,0.7364127783169913,0.9245115347151543,0.8036417456020589,8338,1
R-HSA-9013409,RHOJ GTPase cycle,1/265,55/11091,0.7364127783169913,0.9245115347151543,0.8036417456020589,2697,1
R-HSA-112040,G-protein mediated events,1/265,56/11091,0.7427421199032542,0.9266110591471627,0.8054667801377213,5582,1
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),2/265,110/11091,0.7432795446717111,0.9266110591471627,0.8054667801377213,2353/8338,2
R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,2/265,110/11091,0.7432795446717111,0.9266110591471627,0.8054667801377213,6543/6547,2
R-HSA-977225,Amyloid fiber formation,2/265,110/11091,0.7432795446717111,0.9266110591471627,0.8054667801377213,793/8338,2
R-HSA-166166,MyD88-independent TLR4 cascade,2/265,111/11091,0.7477923594887101,0.9266110591471627,0.8054667801377213,2353/6285,2
R-HSA-937061,TRIF (TICAM1)-mediated TLR4 signaling,2/265,111/11091,0.7477923594887101,0.9266110591471627,0.8054667801377213,2353/6285,2
R-HSA-186797,Signaling by PDGF,1/265,58/11091,0.7549501450933578,0.9266110591471627,0.8054667801377213,1297,1
R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer,1/265,58/11091,0.7549501450933578,0.9266110591471627,0.8054667801377213,3714,1
R-HSA-2644603,Signaling by NOTCH1 in Cancer,1/265,58/11091,0.7549501450933578,0.9266110591471627,0.8054667801377213,3714,1
R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,1/265,58/11091,0.7549501450933578,0.9266110591471627,0.8054667801377213,3714,1
R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,1/265,58/11091,0.7549501450933578,0.9266110591471627,0.8054667801377213,3714,1
R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,1/265,58/11091,0.7549501450933578,0.9266110591471627,0.8054667801377213,3714,1
R-HSA-917937,Iron uptake and transport,1/265,58/11091,0.7549501450933578,0.9266110591471627,0.8054667801377213,7018,1
R-HSA-9006925,Intracellular signaling by second messengers,6/265,310/11091,0.7553358766718228,0.9266110591471627,0.8054667801377213,4254/5582/118788/57167/6446/2246,6
R-HSA-9013406,RHOQ GTPase cycle,1/265,59/11091,0.7608359614216691,0.9318381807639987,0.8100105126741927,2697,1
R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,1/265,60/11091,0.7665809279031103,0.932797504503461,0.8108444153088596,8338,1
R-HSA-110329,Cleavage of the damaged pyrimidine,1/265,60/11091,0.7665809279031103,0.932797504503461,0.8108444153088596,8338,1
R-HSA-5218859,Regulated Necrosis,1/265,60/11091,0.7665809279031103,0.932797504503461,0.8108444153088596,834,1
R-HSA-73928,Depyrimidination,1/265,60/11091,0.7665809279031103,0.932797504503461,0.8108444153088596,8338,1
R-HSA-1257604,PIP3 activates AKT signaling,5/265,268/11091,0.7720813090412367,0.9356825142094299,0.8133522414950392,4254/118788/57167/6446/2246,5
R-HSA-8943724,Regulation of PTEN gene transcription,1/265,61/11091,0.7721884026656591,0.9356825142094299,0.8133522414950392,57167,1
R-HSA-1500620,Meiosis,2/265,117/11091,0.7734635592498331,0.9356825142094299,0.8133522414950392,27030/8338,2
R-HSA-4086398,Ca2+ pathway,1/265,62/11091,0.7776616640703373,0.9356825142094299,0.8133522414950392,51176,1
R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,1/265,62/11091,0.7776616640703373,0.9356825142094299,0.8133522414950392,2353,1
R-HSA-73728,RNA Polymerase I Promoter Opening,1/265,62/11091,0.7776616640703373,0.9356825142094299,0.8133522414950392,8338,1
R-HSA-73929,"Base-Excision Repair, AP Site Formation",1/265,62/11091,0.7776616640703373,0.9356825142094299,0.8133522414950392,8338,1
R-HSA-1226099,Signaling by FGFR in disease,1/265,63/11091,0.7830039125988857,0.9376702138325714,0.8150800710946625,2246,1
R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,1/265,63/11091,0.7830039125988857,0.9376702138325714,0.8150800710946625,51046,1
R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA,1/265,64/11091,0.7882182726969358,0.9376702138325714,0.8150800710946625,3428,1
R-HSA-450294,MAP kinase activation,1/265,64/11091,0.7882182726969358,0.9376702138325714,0.8150800710946625,2353,1
R-HSA-4608870,Asymmetric localization of PCP proteins,1/265,64/11091,0.7882182726969358,0.9376702138325714,0.8150800710946625,50855,1
R-HSA-5334118,DNA methylation,1/265,64/11091,0.7882182726969358,0.9376702138325714,0.8150800710946625,8338,1
R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,2/265,121/11091,0.7892888901010875,0.9376702138325714,0.8150800710946625,8338/9935,2
R-HSA-5619507,Activation of HOX genes during differentiation,2/265,121/11091,0.7892888901010875,0.9376702138325714,0.8150800710946625,8338/9935,2
R-HSA-373755,Semaphorin interactions,1/265,65/11091,0.793307794573721,0.9394763173534459,0.8166500462996782,56896,1
R-HSA-9614085,FOXO-mediated transcription,1/265,65/11091,0.793307794573721,0.9394763173534459,0.8166500462996782,4852,1
R-HSA-195258,RHO GTPase Effectors,6/265,326/11091,0.7961051967579362,0.940016560522871,0.8171196585732124,7277/10382/3798/8338/7280/695,6
R-HSA-8978868,Fatty acid metabolism,3/265,176/11091,0.7962640279961022,0.940016560522871,0.8171196585732124,283927/5730/8644,3
R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,1/265,66/11091,0.7982754559593518,0.9409140170555369,0.8178997824628899,8338,1
R-HSA-427359,SIRT1 negatively regulates rRNA expression,1/265,67/11091,0.8031241638206461,0.9436708924892592,0.8202962265339165,8338,1
R-HSA-9670095,Inhibition of DNA recombination at telomere,1/265,67/11091,0.8031241638206461,0.9436708924892592,0.8202962265339165,8338,1
R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,2/265,126/11091,0.8076991200234521,0.9448029246336624,0.8212802578352526,7096/3106,2
R-HSA-204005,COPII-mediated vesicle transport,1/265,68/11091,0.807856756036496,0.9448029246336624,0.8212802578352526,63908,1
R-HSA-68616,Assembly of the ORC complex at the origin of replication,1/265,68/11091,0.807856756036496,0.9448029246336624,0.8212802578352526,8338,1
R-HSA-388841,Costimulation by the CD28 family,1/265,69/11091,0.8124760030337136,0.9487297426729078,0.8246936872898597,29126,1
R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),1/265,70/11091,0.8169846093842912,0.9525153895457162,0.8279844021666991,8338,1
R-HSA-212300,PRC2 methylates histones and DNA,1/265,72/11091,0.8256803984800682,0.958197005643536,0.8329232089930515,8338,1
R-HSA-448424,Interleukin-17 signaling,1/265,72/11091,0.8256803984800682,0.958197005643536,0.8329232089930515,2353,1
R-HSA-9710421,Defective pyroptosis,1/265,72/11091,0.8256803984800682,0.958197005643536,0.8329232089930515,8338,1
R-HSA-2299718,Condensation of Prophase Chromosomes,1/265,73/11091,0.8298726749482397,0.9586240423365227,0.8332944153009247,8338,1
R-HSA-5654738,Signaling by FGFR2,1/265,73/11091,0.8298726749482397,0.9586240423365227,0.8332944153009247,2246,1
R-HSA-9824439,Bacterial Infection Pathways,1/265,73/11091,0.8298726749482397,0.9586240423365227,0.8332944153009247,6804,1
R-HSA-2467813,Separation of Sister Chromatids,3/265,190/11091,0.8365913296355837,0.9649028832606732,0.8387523663282168,7277/10382/7280,3
R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,1/265,75/11091,0.8379582750668393,0.9649994224353188,0.8388362840598166,8338,1
R-HSA-9694516,SARS-CoV-2 Infection,5/265,299/11091,0.8466351148537005,0.9693570517516694,0.8426242009207542,6383/2697/7096/2719/3106,5
R-HSA-1221632,Meiotic synapsis,1/265,78/11091,0.8493744153197926,0.9693570517516694,0.8426242009207542,8338,1
R-HSA-3214858,RMTs methylate histone arginines,1/265,78/11091,0.8493744153197926,0.9693570517516694,0.8426242009207542,8338,1
R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",1/265,78/11091,0.8493744153197926,0.9693570517516694,0.8426242009207542,51046,1
R-HSA-73886,Chromosome Maintenance,2/265,140/11091,0.8518600175282034,0.9693570517516694,0.8426242009207542,55320/8338,2
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,1/265,79/11091,0.8529988391770753,0.9693570517516694,0.8426242009207542,8338,1
R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,1/265,79/11091,0.8529988391770753,0.9693570517516694,0.8426242009207542,6850,1
R-HSA-9664433,Leishmania parasite growth and survival,1/265,79/11091,0.8529988391770753,0.9693570517516694,0.8426242009207542,6850,1
R-HSA-69275,G2/M Transition,3/265,197/11091,0.8540529142043021,0.9693570517516694,0.8426242009207542,7277/10382/7280,3
R-HSA-68875,Mitotic Prophase,2/265,141/11091,0.8546326134459532,0.9693570517516694,0.8426242009207542,8338/64900,2
R-HSA-416482,G alpha (12/13) signalling events,1/265,80/11091,0.8565363716523818,0.9700532401846252,0.8432293703172624,695,1
R-HSA-453274,Mitotic G2-G2/M phases,3/265,199/11091,0.8587346230611225,0.9704723155262107,0.8435936561335062,7277/10382/7280,3
R-HSA-5621481,C-type lectin receptors (CLRs),2/265,143/11091,0.860036677177946,0.9704723155262107,0.8435936561335062,6850/4585,2
R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,1/265,82/11091,0.8633590147433975,0.9704723155262107,0.8435936561335062,6285,1
R-HSA-2871837,FCERI mediated NF-kB activation,1/265,82/11091,0.8633590147433975,0.9704723155262107,0.8435936561335062,10235,1
R-HSA-74752,Signaling by Insulin receptor,1/265,82/11091,0.8633590147433975,0.9704723155262107,0.8435936561335062,2246,1
R-HSA-195253,Degradation of beta-catenin by the destruction complex,1/265,83/11091,0.8666481292036572,0.9710046118258305,0.8440563605036965,51176,1
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",1/265,83/11091,0.8666481292036572,0.9710046118258305,0.8440563605036965,6570,1
R-HSA-9705683,SARS-CoV-2-host interactions,3/265,203/11091,0.8677062488656357,0.9710046118258305,0.8440563605036965,2697/7096/3106,3
R-HSA-1483255,PI Metabolism,1/265,84/11091,0.8698583622851462,0.9719665504285735,0.84489253613682,3635,1
R-HSA-68877,Mitotic Prometaphase,3/265,205/11091,0.8720016807330417,0.9729158218267766,0.8457177006640935,7277/10382/7280,3
R-HSA-421270,Cell-cell junction organization,1/265,88/11091,0.8819475098215079,0.9800059258592463,0.851880851005868,50855,1
R-HSA-446652,Interleukin-1 family signaling,2/265,153/11091,0.8844038048291791,0.9800059258592463,0.851880851005868,6285/834,2
R-HSA-5250924,B-WICH complex positively regulates rRNA expression,1/265,90/11091,0.8875657178051357,0.9800059258592463,0.851880851005868,8338,1
R-HSA-73772,RNA Polymerase I Promoter Escape,1/265,90/11091,0.8875657178051357,0.9800059258592463,0.851880851005868,8338,1
R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,1/265,90/11091,0.8875657178051357,0.9800059258592463,0.851880851005868,51560,1
R-HSA-5357801,Programmed Cell Death,3/265,213/11091,0.8879780101224071,0.9800059258592463,0.851880851005868,4137/834/90249,3
R-HSA-8957322,Metabolism of steroids,2/265,155/11091,0.8887819699946888,0.9800059258592463,0.851880851005868,8644/1645,2
R-HSA-9013148,CDC42 GTPase cycle,2/265,155/11091,0.8887819699946888,0.9800059258592463,0.851880851005868,50855/5337,2
R-HSA-73884,Base Excision Repair,1/265,91/11091,0.8902741156582072,0.9802139604318768,0.852061687329501,8338,1
R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,1/265,92/11091,0.8929175119628049,0.980253969337269,0.8520964655073406,51299,1
R-HSA-1912408,Pre-NOTCH Transcription and Translation,1/265,92/11091,0.8929175119628049,0.980253969337269,0.8520964655073406,8338,1
R-HSA-3214815,HDACs deacetylate histones,1/265,94/11091,0.8980154799768956,0.9829805545016382,0.8544665794310153,8338,1
R-HSA-5625740,RHO GTPases activate PKNs,1/265,94/11091,0.8980154799768956,0.9829805545016382,0.8544665794310153,8338,1
R-HSA-6803157,Antimicrobial peptides,1/265,95/11091,0.9004730500238287,0.9842379849097662,0.8555596145422241,7096,1
R-HSA-9692914,SARS-CoV-1-host interactions,1/265,96/11091,0.9028716169339492,0.9854273671035266,0.8565934980001261,834,1
R-HSA-193704,p75 NTR receptor-mediated signalling,1/265,97/11091,0.9052125920601433,0.9861820947211858,0.8572495532220835,84894,1
R-HSA-202424,Downstream TCR signaling,1/265,98/11091,0.9074973531210913,0.9861820947211858,0.8572495532220835,3635,1
R-HSA-9837999,Mitochondrial protein degradation,1/265,98/11091,0.9074973531210913,0.9861820947211858,0.8572495532220835,6472,1
R-HSA-5607764,CLEC7A (Dectin-1) signaling,1/265,101/11091,0.9140276412240826,0.9906156869817493,0.8611035017016606,6850,1
R-HSA-5689603,UCH proteinases,1/265,102/11091,0.9161006780826466,0.9906156869817493,0.8611035017016606,8338,1
R-HSA-9645723,Diseases of programmed cell death,1/265,104/11091,0.9200985357752783,0.9906156869817493,0.8611035017016606,8338,1
R-HSA-5250913,Positive epigenetic regulation of rRNA expression,1/265,105/11091,0.922025712258354,0.9906156869817493,0.8611035017016606,8338,1
R-HSA-5578749,Transcriptional regulation by small RNAs,1/265,105/11091,0.922025712258354,0.9906156869817493,0.8611035017016606,8338,1
R-HSA-68882,Mitotic Anaphase,3/265,235/11091,0.9231286172331602,0.9906156869817493,0.8611035017016606,7277/10382/7280,3
R-HSA-427413,NoRC negatively regulates rRNA expression,1/265,106/11091,0.9239065775643376,0.9906156869817493,0.8611035017016606,8338,1
R-HSA-2555396,Mitotic Metaphase and Anaphase,3/265,236/11091,0.9244576204154216,0.9906156869817493,0.8611035017016606,7277/10382/7280,3
R-HSA-8878171,Transcriptional regulation by RUNX1,3/265,236/11091,0.9244576204154216,0.9906156869817493,0.8611035017016606,8338/5079/8013,3
R-HSA-1852241,Organelle biogenesis and maintenance,4/265,296/11091,0.9270527400090387,0.9906156869817493,0.8611035017016606,7277/10382/57576/7280,4
R-HSA-5250941,Negative epigenetic regulation of rRNA expression,1/265,109/11091,0.9292822625124724,0.9906156869817493,0.8611035017016606,8338,1
R-HSA-73854,RNA Polymerase I Promoter Clearance,1/265,109/11091,0.9292822625124724,0.9906156869817493,0.8611035017016606,8338,1
R-HSA-9843745,Adipogenesis,1/265,109/11091,0.9292822625124724,0.9906156869817493,0.8611035017016606,655,1
R-HSA-9748784,Drug ADME,1/265,110/11091,0.9309887094651399,0.9906156869817493,0.8611035017016606,1645,1
R-HSA-109581,Apoptosis,2/265,180/11091,0.9319706589520759,0.9906156869817493,0.8611035017016606,4137/90249,2
R-HSA-73864,RNA Polymerase I Transcription,1/265,111/11091,0.9326541308285619,0.9906156869817493,0.8611035017016606,8338,1
R-HSA-157579,Telomere Maintenance,1/265,112/11091,0.9342795092739563,0.9909424414302046,0.8613875365735683,8338,1
R-HSA-9013149,RAC1 GTPase cycle,2/265,185/11091,0.9384517718610824,0.9918378365987702,0.8621658685999949,50855/5337,2
R-HSA-9020702,Interleukin-1 signaling,1/265,115/11091,0.9389248653929393,0.9918378365987702,0.8621658685999949,6285,1
R-HSA-425407,SLC-mediated transmembrane transport,3/265,249/11091,0.9399245449466461,0.9918378365987702,0.8621658685999949,6543/6547/6570,3
R-HSA-9610379,HCMV Late Events,1/265,116/11091,0.9403994381581425,0.9918378365987702,0.8621658685999949,8338,1
R-HSA-9816359,Maternal to zygotic transition (MZT),1/265,117/11091,0.9418385405625246,0.9919644012647318,0.8622758863177471,8338,1
R-HSA-202403,TCR signaling,1/265,120/11091,0.9459514253419146,0.9935132288507259,0.863622221607364,3635,1
R-HSA-8878166,Transcriptional regulation by RUNX2,1/265,120/11091,0.9459514253419146,0.9935132288507259,0.863622221607364,25937,1
R-HSA-9007101,Rab regulation of trafficking,1/265,124/11091,0.9509879959106191,0.9974100040791989,0.8670095360206923,51560,1
R-HSA-6809371,Formation of the cornified envelope,1/265,129/11091,0.9566311238070568,0.9999271983472602,0.8691976346215686,5318,1
R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,1/265,129/11091,0.9566311238070568,0.9999271983472602,0.8691976346215686,8338,1
R-HSA-195721,Signaling by WNT,4/265,331/11091,0.9588674584802432,0.9999271983472602,0.8691976346215686,50855/5582/51176/8338,4
R-HSA-211000,Gene Silencing by RNA,1/265,137/11091,0.9643443581184519,0.9999271983472602,0.8691976346215686,8338,1
R-HSA-6807070,PTEN Regulation,1/265,140/11091,0.9668702368285079,0.9999271983472602,0.8691976346215686,57167,1
R-HSA-3214847,HATs acetylate histones,1/265,141/11091,0.9676719341383833,0.9999271983472602,0.8691976346215686,8338,1
R-HSA-68867,Assembly of the pre-replicative complex,1/265,141/11091,0.9676719341383833,0.9999271983472602,0.8691976346215686,8338,1
R-HSA-9678108,SARS-CoV-1 Infection,1/265,142/11091,0.9684543028555823,0.9999271983472602,0.8691976346215686,834,1
R-HSA-376176,Signaling by ROBO receptors,2/265,219/11091,0.9692612541616138,0.9999271983472602,0.8691976346215686,6387/7852,2
R-HSA-211859,Biological oxidations,2/265,222/11091,0.9711173161044626,0.9999271983472602,0.8691976346215686,4128/4129,2
R-HSA-8980692,RHOA GTPase cycle,1/265,147/11091,0.9720920840481942,0.9999271983472602,0.8691976346215686,5337,1
R-HSA-162587,HIV Life Cycle,1/265,149/11091,0.9734273158258633,0.9999271983472602,0.8691976346215686,7852,1
R-HSA-453279,Mitotic G1 phase and G1/S transition,1/265,149/11091,0.9734273158258633,0.9999271983472602,0.8691976346215686,1028,1
R-HSA-68886,M Phase,5/265,417/11091,0.9735091618547529,0.9999271983472602,0.8691976346215686,7277/10382/8338/64900/7280,5
R-HSA-201681,TCF dependent signaling in response to WNT,2/265,232/11091,0.9765571822166821,0.9999271983472602,0.8691976346215686,51176/8338,2
R-HSA-69002,DNA Replication Pre-Initiation,1/265,158/11091,0.9786905258016728,0.9999271983472602,0.8691976346215686,8338,1
R-HSA-5633007,Regulation of TP53 Activity,1/265,160/11091,0.9797110736885075,0.9999271983472602,0.8691976346215686,6446,1
R-HSA-983169,Class I MHC mediated antigen processing & presentation,4/265,381/11091,0.9826834920185523,0.9999271983472602,0.8691976346215686,7096/3106/55070/695,4
R-HSA-9012999,RHO GTPase cycle,5/265,449/11091,0.9844009633590425,0.9999271983472602,0.8691976346215686,50855/2697/5337/10409/6472,5
R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,1/265,183/11091,0.9884689798068492,0.9999271983472602,0.8691976346215686,8204,1
R-HSA-69306,DNA Replication,1/265,186/11091,0.9892892087074856,0.9999271983472602,0.8691976346215686,8338,1
R-HSA-212165,Epigenetic regulation of gene expression,1/265,187/11091,0.989549489284516,0.9999271983472602,0.8691976346215686,8338,1
R-HSA-2990846,SUMOylation,1/265,189/11091,0.990051297255359,0.9999271983472602,0.8691976346215686,8204,1
R-HSA-3700989,Transcriptional Regulation by TP53,3/265,362/11091,0.9929338753103518,0.9999271983472602,0.8691976346215686,2353/834/6446,3
R-HSA-6805567,Keratinization,1/265,215/11091,0.9947569871564811,0.9999271983472602,0.8691976346215686,5318,1
R-HSA-5689880,Ub-specific processing proteases,1/265,219/11091,0.9952496741713852,0.9999271983472602,0.8691976346215686,8338,1
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,4/265,459/11091,0.9958890980260994,0.9999271983472602,0.8691976346215686,4254/118788/3714/2246,4
R-HSA-162906,HIV Infection,1/265,231/11091,0.9964677211081951,0.9999271983472602,0.8691976346215686,7852,1
R-HSA-73894,DNA Repair,2/265,335/11091,0.9974718212123889,0.9999271983472602,0.8691976346215686,57697/8338,2
R-HSA-3247509,Chromatin modifying enzymes,1/265,270/11091,0.9986544918459028,0.9999271983472602,0.8691976346215686,8338,1
R-HSA-4839726,Chromatin organization,1/265,270/11091,0.9986544918459028,0.9999271983472602,0.8691976346215686,8338,1
R-HSA-5688426,Deubiquitination,1/265,297/11091,0.9993116716094981,0.9999271983472602,0.8691976346215686,8338,1
R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,1/265,309/11091,0.9994892770863952,0.9999271983472602,0.8691976346215686,55070,1
R-HSA-9752946,Expression and translocation of olfactory receptors,1/265,379/11091,0.9999110385603622,0.9999271983472602,0.8691976346215686,65055,1
R-HSA-381753,Olfactory Signaling Pathway,1/265,387/11091,0.9999271983472602,0.9999271983472602,0.8691976346215686,65055,1
